TUP.fid--3508969f_1758ed087bb_3e74,POINT (-38.948888 -12.263333),1482738788,80175,OI,DISPONIVEL,(75) 36233006,22/06/2005,29/10/2020 05h10,BA,FEIRA DE SANTANA,Feira de Santana,PONTO CENTRAL,RUA FELINTO MARQUES CERQUEIRA,0,44075405,NAO,NAO,NAO,-12.263333,-38.948888,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
TUP.fid--3508969f_1758ed087bb_3e75,POINT (-38.976943 -12.254166),1482738789,80176,OI,DISPONIVEL,(75) 36230306,21/08/1995,27/10/2020 03h10,BA,FEIRA DE SANTANA,Feira de Santana,RUA NOVA,RUA TOME DE SOUZA,0,44023432,NAO,NAO,NAO,-12.254166,-38.976943,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
TUP.fid--3508969f_1758ed087bb_3e76,POINT (-38.954166 -12.245277),1482738790,80177,OI,DISPONIVEL,(75) 36250802,10/08/1998,28/10/2020 04h10,BA,FEIRA DE SANTANA,Feira de Santana,PONTO CENTRAL,AV MARIA QUITERIA,0,44075005,NAO,NAO,SIM,-12.245277,-38.954166,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
TUP.fid--3508969f_1758ed087bb_3ef1,POINT (-44.323332 -12.646388),1482738913,87660,OI,DISPONIVEL,(77) 36385097,06/09/2009,29/10/2020 03h10,BA,BAIANÓPOLIS,QUEIMADO I,CENTRO,RUA PRINCIPAL,0,47830000,NAO,NAO,SIM,-12.646388,-44.323332,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
TUP.fid--3508969f_1758ed087bb_3f28,POINT (-40.58361 -15.275832),1482738968,87198,OI,EM MANUTENCAO,(77) 34786000,19/11/2005,15/10/2020 03h10,BA,RIBEIRÃO DO LARGO,CAmPINARANA,CENTRO,RUA ITAMBE,0,45155000,NAO,NAO,SIM,-15.275832,-40.58361,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
TUP.fid--3508969f_1758ed087bb_3f31,POINT (-41.861111 -13.677499),1482738977,87478,OI,DISPONIVEL,(77) 34445577,05/08/2008,28/10/2020 01h10,BA,LIVRAMENTO DE NOSSA SENHORA,CAMPO ALEGRE,CENTRO,RUA PRINCIPAL,0,46140000,NAO,NAO,SIM,-13.677499,-41.861111,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
TUP.fid--3508969f_1758ed087bb_3f75,POINT (-38.748888 -11.607777),1482739045,83728,OI,DISPONIVEL,(75) 32672539,07/03/2009,29/10/2020 03h10,BA,BIRITINGA,BOA VISTA,CENTRO,RUA PRINCIPAL,0,48780000,NAO,NAO,SIM,-11.607777,-38.748888,<a href="http://sistemas.anatel.gov.br/geonetwork/srv/por/metadata.show?id=16&currTab=simple" target="_blank">Acessar</a>
